source_system,source_record_no,source_reported_road_no,source_name,source_district,road_key,canonical_display_name,match_method,evidence,match_status
historical_normative_workbook,110,169,Jambu Hulu - Paku Pantai,Padang Batung,HSS-KAB-159,Jambu Hulu - Paku Pantai,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,111,233,Jangkang - Ds. Wasah Hilir,Simpur,HSS-KAB-233,Jangkang - Ds. Wasah Hilir,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,112,062,Jangkang - Pantai Ulin,"Kandangan, Simpur",HSS-KAB-062,Jangkang - Pantai Ulin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,113,127,Jarau - Parandakan,Sungai Raya,HSS-KAB-127,Jarau - Parandakan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,114,034,Jend. Sudirman,"Kandangan, Sungai Raya",HSS-KAB-034,Jend. Sudirman,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,115,284,Kacang Parang (Ulang) - Balai Mawak-Kias,"Angkinang, Kandangan",HSS-KAB-284,Kacang Parang (Ulang) - Balai Mawak-Kias,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,116,285,Kacang Parang (Ulang) - Balai Wariung,Loksado,HSS-KAB-285,Kacang Parang (Ulang) - Balai Wariung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,117,134,Kalaka Dayuh - Ds. Sungai Raya Utara,Loksado,HSS-KAB-134,Kalaka Dayuh - Ds. Sungai Raya Utara,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,118,065,Kalaka Indah - Perumnas Tibung,Sungai Raya,HSS-KAB-065,Kalaka Indah - Perumnas Tibung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,119,215,Kalimput Desa Wasah Hilir,Sungai Raya,HSS-KAB-215,Kalimput Desa Wasah Hilir,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,120,144,Kaliring - Sp. Padang Batung,Simpur,HSS-KAB-144,Kaliring - Sp. Padang Batung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,121,247,Kalumpang - Balimau,Padang Batung,HSS-KAB-247,Kalumpang - Balimau,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,122,252,Kalumpang - Baruh,Kalumpang,HSS-KAB-252,Kalumpang - Baruh,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,123,248,Kalumpang (Ds. Balanti) - Teratai,Kalumpang,HSS-KAB-248,Kalumpang (Ds. Balanti) - Teratai,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,124,255,Kalumpang Selatan - Ds. Asam Tamiyang,Kalumpang,HSS-KAB-255,Kalumpang Selatan - Ds. Asam Tamiyang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,125,014,Kamboja,Sungai Raya,HSS-KAB-014,Kamboja,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,126,333,Kaminting Batu,Kandangan,HSS-KAB-333,Kaminting Batu,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,127,332,Kampung Kawat,Daha Utara,HSS-KAB-332,Kampung Kawat,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,128,049,Kandangan Hulu - Sp. Tabihi,"Kandangan, Padang Batung",HSS-KAB-049,Kandangan Hulu - Sp. Tabihi,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,129,307,Kantor Camat Daha Selatan II,Daha Selatan,HSS-KAB-307,Kantor Camat Daha Selatan II,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,130,270,Kantor Camat Loksado II,Loksado,HSS-KAB-270,Kantor Camat Loksado II,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,131,237,Karampaci - Ds. Kapuh,Simpur,HSS-KAB-237,Karampaci - Ds. Kapuh,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,132,119,Karang Intan - Tanah Bangkang,Sungai Raya,HSS-KAB-109,Karang Intan - Tanah Bangkang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,133,138,Karang Jawa -Ambarai - Sungai Bungur,Padang Batung,HSS-KAB-138,Karang Jawa -Ambarai - Sungai Bungur,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,134,103,Karasikan - Sarang Halang,Sungai Raya,HSS-KAB-103,Karasikan - Sarang Halang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,135,257,Karya Bakti - Ds. Balimau,Kalumpang,HSS-KAB-257,Karya Bakti - Ds. Balimau,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,136,185,Kayu Abang - Ds. Anjiran,Angkinang,HSS-KAB-185,Kayu Abang - Ds. Anjiran,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,137,190,Kayu Abang - Paya,Angkinang,HSS-KAB-190,Kayu Abang - Paya,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,138,012,Kenanga,Kandangan,HSS-KAB-012,Kenanga,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,139,315,Kenanga - Ds. Baruh Kambang,Daha Utara,HSS-KAB-315,Kenanga - Ds. Baruh Kambang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,140,350,Keramat Sakti - Ds. Tebing Tinggi,Simpur,HSS-KAB-350,Keramat Sakti - Ds. Tebing Tinggi,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,141,037,Kesehatan - Komp. Rmh Dokter,Kandangan,HSS-KAB-037,Kesehatan - Komp. Rmh Dokter,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,142,221,KH. Ramli - DS. Amparaya,Simpur,HSS-KAB-221,KH. Ramli - DS. Amparaya,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,143,024,Kolonel Sugiono,Kandangan,HSS-KAB-024,Kolonel Sugiono,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,144,016,KS. Tubun,Kandangan,HSS-KAB-016,KS. Tubun,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,145,274,Lambuk - Ds. Tumingki,Loksado,HSS-KAB-274,Lambuk - Ds. Tumingki,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,146,261,Loklahung - Kamawakan,Loksado,HSS-KAB-261,Loklahung - Kamawakan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,147,264,Loklahung - Malaris,Loksado,HSS-KAB-264,Loklahung - Malaris,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,148,260,Loksado - Haratai,Loksado,HSS-KAB-260,Loksado - Haratai,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,149,259,Loksado - Loklahung,Loksado,HSS-KAB-259,Loksado - Loklahung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,150,286,Loksado - Pantai Dusin,Loksado,HSS-KAB-286,Loksado - Pantai Dusin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,151,194,Longawang - Gumbil,Telaga Langsat,HSS-KAB-194,Longawang - Gumbil,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,152,081,Lorong Bupati,Kandangan,HSS-KAB-081,Lorong Bupati,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,153,152,Madang - Ambutun,"Padang Batung, Telaga Langsat",HSS-KAB-152,Madang - Ambutun,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,154,279,Makam Habib - Desa Lumpangi,Loksado,HSS-KAB-279,Makam Habib - Desa Lumpangi,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,155,275,Malaris - Loapanggang,Loksado,HSS-KAB-275,Malaris - Loapanggang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,156,141,Malilingin - Lokbahan - Paniungan,Padang Batung,HSS-KAB-141,Malilingin - Lokbahan - Paniungan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,157,157,Malilingin - Muara Hariang,Padang Batung,HSS-KAB-157,Malilingin - Muara Hariang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,158,287,Malinau - Kandihin,Loksado,HSS-KAB-287,Malinau - Kandihin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,159,263,Malinau - Katingin - Kamawakan,Loksado,HSS-KAB-263,Malinau - Katingin - Kamawakan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,160,195,Mandampa - Longawang,Telaga Langsat,HSS-KAB-195,Mandampa - Longawang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,161,143,Mandapai - Madang,Padang Batung,HSS-KAB-143,Mandapai - Madang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,162,225,Mangamol - Ds. Pantai Ulin,Simpur,HSS-KAB-225,Mangamol - Ds. Pantai Ulin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,163,120,Mangaris - Limau Manis,Sungai Raya,HSS-KAB-120,Mangaris - Limau Manis,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,164,131,Manggis - Ds. Baru,Sungai Raya,HSS-KAB-131,Manggis - Ds. Baru,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,165,117,Mangunang - Ds. Sungai Raya Utara,Sungai Raya,HSS-KAB-117,Mangunang - Ds. Sungai Raya Utara,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,166,115,Matang Gadung - Halalang,Sungai Raya,HSS-KAB-115,Matang Gadung - Halalang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,167,142,Mawangi - Bukuanin - Telaga Langsat,"Padang Batung, Telaga Langsat",HSS-KAB-142,Mawangi - Bukuanin - Telaga Langsat,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,168,158,Mawangi - Pariangan,Padang Batung,HSS-KAB-158,Mawangi - Pariangan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,169,013,Mawar (Kandangan Utara),Kandangan,HSS-KAB-013,Mawar (Kandangan Utara),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,170,295,Mawar (Daha Selatan),Daha Selatan,HSS-KAB-295,Mawar (Daha Selatan),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,171,078,Menuju SMP 7 - Ds. Gambah Dalam,Kandangan,HSS-KAB-078,Menuju SMP 7 - Ds. Gambah Dalam,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,172,163,Menuju SMPN Malilingin,Padang Batung,HSS-KAB-163,Menuju SMPN Malilingin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,173,007,Menuju Stadion 2 Desember,Kandangan,HSS-KAB-007,Menuju Stadion 2 Desember,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,174,006,Merah Johansyah - Melati,Kandangan,HSS-KAB-006,Merah Johansyah - Jl. Melati,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,175,059,Mesjid Quba,Kandangan,HSS-KAB-059,Mesjid Quba,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,176,325,MIN Pandak Daun,Daha Utara,HSS-KAB-325,MIN Pandak Daun,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,177,223,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,Simpur,HSS-KAB-223,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,178,153,Monumen 17 Mei - Mandapai,Padang Batung,HSS-KAB-153,Monumen 17 Mei - Mandapai,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,179,047,Muara Banta - Karang Jawa,"Kandangan, Padang Batung",HSS-KAB-047,Muara Banta - Karang Jawa,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,180,165,Muara Hariang - Bayumbung,"Loksado, Padang Batung",HSS-KAB-165,Muara Hariang - Bayumbung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,181,267,Muara Kitar - Desa Lumpangi,Loksado,HSS-KAB-267,Muara Kitar - Desa Lumpangi,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,182,155,Muara Pipii - Tambak Pipii,Padang Batung,HSS-KAB-155,Muara Pipii - Tambak Pipii,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,183,121,Munggu Raya - Ds. Hariti,Sungai Raya,HSS-KAB-121,Munggu Raya - Ds. Hariti,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,184,128,Mungkur Galah - Lokpaikat,Sungai Raya,HSS-KAB-128,Mungkur Galah - Lokpaikat,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,185,301,Muning Tengah - Batang Alai (Pihanin Raya),Daha Selatan,HSS-KAB-301,Muning Tengah - Batang Alai (Pihanin Raya),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,186,302,Muning Tengah - Ds. Muning Dalam,Daha Selatan,HSS-KAB-302,Muning Tengah - Ds. Muning Dalam,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,187,020,Musyawarah (Kandangan),Kandangan,HSS-KAB-020,Musyawarah (Kandangan),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,188,292,Musyawarah (Nagara),Daha Selatan,HSS-KAB-292,Musyawarah (Nagara),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,189,304,Negara - Tumbukan Banyu,Daha Selatan,HSS-KAB-304,Negara - Tumbukan Banyu,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,190,070,Newangsekarti - Ds. Gambah Luar Muka,Kandangan,HSS-KAB-070,Newangsekarti - Ds. Gambah Luar Muka,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,191,262,Niagara (Ds. Halunuk) - Ayan,Loksado,HSS-KAB-262,Niagara (Ds. Halunuk) - Ayan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,192,080,Nomura,Kandangan,HSS-KAB-080,Nomura,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,193,010,Nusa Indah,Kandangan,HSS-KAB-010,Nusa Indah,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,194,140,Padang Batung - Batulaki - Malilingin,Padang Batung,HSS-KAB-140,Padang Batung - Batulaki - Malilingin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,195,231,Padang Haur - Ds. Wasah Tengah,Simpur,HSS-KAB-231,Padang Haur - Ds. Wasah Tengah,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,196,063,Padang Palas,Kandangan,HSS-KAB-063,Padang Palas,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,197,161,Padang Rasau (Tambak Tamiang) - Paku Pantai,"Kandangan, Padang Batung",HSS-KAB-161,Padang Rasau (Tambak Tamiang) - Paku Pantai,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,198,145,Pagar Haur - Malutu,Padang Batung,HSS-KAB-145,Pagar Haur - Malutu,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,199,148,Pagat Batu - Muara Hariang,Padang Batung,HSS-KAB-148,Pagat Batu - Muara Hariang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,200,122,Paharuangan - Asam Dua,Sungai Raya,HSS-KAB-122,Paharuangan - Asam Dua,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,201,111,Paharuangan - Sei. Raya Selatan,Sungai Raya,HSS-KAB-111,Paharuangan - Sei. Raya Selatan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,202,244,Pajah Api - Ds. Kapuh,Simpur,HSS-KAB-244,Pajah Api - Ds. Kapuh,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,203,328,Pakan Dalam - Kaminting Batu,"Daha Selatan, Daha Utara",HSS-KAB-328,Pakan Dalam - Kaminting Batu,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,204,321,Pakan Dalam I,Daha Utara,HSS-KAB-321,Pakan Dalam I,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,205,322,Pakan Dalam II,Daha Utara,HSS-KAB-322,Pakan Dalam II,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,206,323,Pakan Dalam III,Daha Utara,HSS-KAB-323,Pakan Dalam III,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,207,159,Paku (Jambu Hulu) - Ganda,"Kandangan, Padang Batung",HSS-KAB-149,Paku (Jambu Hulu) - Ganda,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,208,083,Palajau - Ds. Baluti,"Kandangan, Padang Batung, Sungai Raya",HSS-KAB-083,Palajau - Ds. Baluti,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,209,241,Palas - Ds. Wasah Tengah,Simpur,HSS-KAB-241,Palas - Ds. Wasah Tengah,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,210,310,Pandak Daun - Baruh Jaya - Samuda,"Daha Selatan, Daha Utara",HSS-KAB-310,Pandak Daun - Baruh Jaya - Samuda,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,211,327,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,Daha Utara,HSS-KAB-327,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,212,198,Pandan Sari - Ds. Angkinang,Angkinang,HSS-KAB-188,Pandan Sari - Ds. Angkinang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,213,170,Pandulangan - Kalinduku,"Angkinang, Padang Batung",HSS-KAB-170,Pandulangan - Kalinduku,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,214,001,Pangeran Antasari - Loklua,Kandangan,HSS-KAB-001,Pangeran Antasari - Loklua,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,215,183,Panggang Hijau - Ds. Tawar,"Angkinang, Kandangan",HSS-KAB-183,Panggang Hijau - Ds. Tawar,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,216,009,Panglima Batur,Kandangan,HSS-KAB-009,Panglima Batur,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,217,210,Panjampang Bahagia - Bayur,Simpur,HSS-KAB-210,Panjampang Bahagia - Bayur,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,218,212,Panjampang Bahagia - Hanau,Simpur,HSS-KAB-212,Panjampang Bahagia - Hanau,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,219,202,Pantai Langsat - Umpaya,"Loksado, Telaga Langsat",HSS-KAB-202,Pantai Langsat - Umpaya,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,220,218,Papagaran - Ds. Amawang Kanan,Kandangan,HSS-KAB-218,Papagaran - Ds. Amawang Kanan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
