road_id,road_key,nomor_ruas,canonical_name,display_name,qgis_source_road_code,qgis_source_name,district_2025,village_source_qgis,historical_source_name,historical_source_record_no,historical_reported_road_no,ml_source_record_id,ml_source_name,identity_status
14888f6c-bb5c-5dac-b346-51707d7c35a2,HSS-KAB-321,321,Jl. Pakan Dalam I,Pakan Dalam I,321,Pakan Dalam I,Daha Utara,Ds. Tambak Bitin,Pakan Dalam I,204,321,303,Pakan Dalam I,AUTHORITATIVE_V1
30c15453-04b9-57b4-8f28-f4f46080a6be,HSS-KAB-322,322,Jl. Pakan Dalam II,Pakan Dalam II,322,Pakan Dalam II,Daha Utara,Ds. Pakan Dalam,Pakan Dalam II,205,322,313,Pakan Dalam II,AUTHORITATIVE_V1
0cba13c6-1023-5034-bbb0-fc09e85b9547,HSS-KAB-323,323,Jl. Pakan Dalam III,Pakan Dalam III,323,Pakan Dalam III,Daha Utara,Ds. Pakan Dalam,Pakan Dalam III,206,323,315,Pakan Dalam III,AUTHORITATIVE_V1
39bdd42a-2e0a-508c-b119-a0a58dd5da6b,HSS-KAB-324,324,Jl. Paramaian,Paramaian,324,Jl. Paramaian,Daha Utara,Ds. Paramaian,Paramaian,223,324,310,Paramaian,AUTHORITATIVE_V1
d76fda54-7fd4-5065-81ed-a1397d55546d,HSS-KAB-325,325,Jl. MIN Pandak Daun,MIN Pandak Daun,325,Jl. MIN Pandak Daun,Daha Utara,Ds. Paramaian,MIN Pandak Daun,176,325,309,MIN Pandak Daun,AUTHORITATIVE_V1
317f9ffb-da5c-5be9-92ce-e3b2bb7caebb,HSS-KAB-326,326,Jl. Pesantren Muradiyah,Pesantren Muradiyah,326,Jl. Pesantren Muradiyah,Daha Utara,Ds. Pandak Daun,Pesantren Muradiyah,233,326,320,Pesantren Muradiyah,AUTHORITATIVE_V1
d42db333-4284-5331-b39a-1a6bd767b565,HSS-KAB-327,327,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,327,Jl. Pandak Daun (Buntut Muradiyah) - Pakan Dalam,Daha Utara,Ds. Pandak Daun - Ds. Pakan Dalam,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,211,327,139,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,AUTHORITATIVE_V1
9c294c3f-8ff4-5c16-a568-edc7e372c82b,HSS-KAB-328,328,Pakan Dalam - Kaminting Batu,Pakan Dalam - Kaminting Batu,328,Pakan Dalam - Keminting Batu,Daha Utara,Ds. Pakan Dalam - Ds. Tambangan,Pakan Dalam - Kaminting Batu,203,328,130,Pakan Dalam - Kaminting Batu,AUTHORITATIVE_V1
5c168fcc-154b-5305-85a1-4c1303f4e75f,HSS-KAB-329,329,Jl. Samping Kantor Camat Daha Utara,Samping Kantor Camat Daha Utara,329,Jl. Samping Kantor Camat Daha Utara,Daha Utara,Ds. Tambak Bitin,Samping Kantor Camat Daha Utara,243,329,344,Samping Kantor Camat Daha Utara,AUTHORITATIVE_V1
a6a090b6-8d95-5246-b25f-9248fb373589,HSS-KAB-330,330,Jl. Gang Bidan (Ds. Tambak Bitin),Gang Bidan (Ds. Tambak Bitin),330,Jl. Gang Bidan (Ds. Tambak Bitin),Daha Utara,Ds. Tambak Bitin,Gang Bidan (Ds. Tambak Bitin),75,330,251,Gang Bidan (Ds. Tambak Bitin),AUTHORITATIVE_V1
c0135875-b0f4-5bbe-ad24-6bd4625b5932,HSS-KAB-331,331,Jl. Cangkingan Herman,Cangkingan Herman,331,Jl. Cakingan Herman,Daha Utara,Ds. Panggandingan,Cangkingan Herman,63,331,299,Cangkingan Herman,AUTHORITATIVE_V1
976acc69-e1ac-5a83-89ab-fdb28fbbc698,HSS-KAB-332,332,Jl. Kampung Kawat,Kampung Kawat,332,Jl. Kampung Kawat,Daha Utara,Ds. Pekapuran,Kampung Kawat,127,332,298,Kampung Kawat,AUTHORITATIVE_V1
c636da74-786c-5f4c-9dcb-380f5f9df3e3,HSS-KAB-333,333,Jl. Kaminting Batu,Kaminting Batu,333,Jl. Keminting Batu,Daha Utara,Ds. Tambangan,Kaminting Batu,126,333,293,Kaminting Batu,AUTHORITATIVE_V1
9ec62650-c12f-5176-83de-37c9447cd224,HSS-KAB-334,334,Jl. Hamayung - Hakurung Dalam,Hamayung - Hakurung Dalam,334,Jl. Hamayung - Ds. Hakurung Dalam,Daha Utara,Ds. Hamayung - Ds. Hakurung,Hamayung - Hakurung Dalam,99,334,59,Hamayung - Hakurung Dalam,AUTHORITATIVE_V1
0b8c43f6-a56c-53cf-9243-328992f2cc0a,HSS-KAB-335,335,Simpang Jadi Makmur - Ds. Samuda,Simpang Jadi Makmur - Ds. Samuda,335,Simpang Jadi Makmur Ds. Samuda,Daha Utara,Ds. Samuda,Simpang Jadi Makmur - Ds. Samuda,255,335,241,Simpang Jadi Makmur - Ds. Samuda,AUTHORITATIVE_V1
2a6806d8-2410-5e62-8a3b-3b1d35c3dc27,HSS-KAB-336,336,Jl. Sakincung - Ds. Hakurung Dalam,Sakincung - Ds. Hakurung Dalam,336,Jl. Sakincung Ds. Hakurun Dalam,Daha Utara,Ds. Hakurung,Sakincung - Ds. Hakurung Dalam,241,336,161,Sakincung - Ds. Hakurung Dalam,AUTHORITATIVE_V1
97827c64-94f0-56ea-8a4b-228423522d66,HSS-KAB-337,337,Jl. Hakurung Dalam - Ds. Sungai Haji,Hakurung Dalam - Ds. Sungai Haji,337,Hakurung Dalam - Ds. Sungai haji,Daha Utara,Ds. Hakurung,Hakurung Dalam - Ds. Sungai Haji,87,337,252,Hakurung Dalam - Ds. Sungai Haji,AUTHORITATIVE_V1
88954cf3-fd8f-5d17-81fc-a1a9ad9e7a6a,HSS-KAB-338,338,Jl. Siang Gantung - Ds. Baru,Siang Gantung - Ds. Baru,338,Jl. Siang Gantung - Ds. Baru,Daha Barat,Ds. Siang Gantung - Ds. Baru,Siang Gantung - Ds. Baru,252,338,20,Siang Gantung - Ds. Baru,AUTHORITATIVE_V1
7994301c-04fe-57b8-a41f-7369b5f3eecb,HSS-KAB-339,339,Jl. Baru - Ds. Bajayau,Baru - Ds. Bajayau,339,Jl. Baru - Ds. Bajayau,Daha Barat,Ds. Baru,Baru - Ds. Bajayau,44,339,102,Baru - Ds. Bajayau,AUTHORITATIVE_V1
143eca14-15c1-554c-b41a-3d59aac6f461,HSS-KAB-340,340,Jl. Bajayau - Ds. Bajayau Tengah,Bajayau - Ds. Bajayau Tengah,340,Bajayau - Bajayau Tengah,Daha Barat,Ds. Bajayau - Ds. Bajayau Tengah,Bajayau - Ds. Bajayau Tengah,23,340,14,Bajayau - Ds. Bajayau Tengah,AUTHORITATIVE_V1
2fe8eb3a-dd78-57a5-82b3-e41bca1eea2e,HSS-KAB-341,341,Jl. Banua Hanyar - Ds. Tanjung Selor,Banua Hanyar - Ds. Tanjung Selor,341,Jl. Banua Hanyar - Tanjung Selor,Daha Barat,Ds. Banua Hanyar - Ds. Tanjung Selor,Banua Hanyar - Ds. Tanjung Selor,38,341,31,Banua Hanyar - Ds. Tanjung Selor,AUTHORITATIVE_V1
e2c5d564-181b-5177-8d13-e4a9c4495525,HSS-KAB-342,342,Jl. Tanjung Selor - Ds. Badaun,Tanjung Selor - Ds. Badaun,342,Jl. Tanjung Selor - Ds. Badaun,Daha Barat,Ds. Tanjung Selor - Ds. Badaun,Tanjung Selor - Ds. Badaun,315,342,11,Tanjung Selor - Ds. Badaun,AUTHORITATIVE_V1
5c7d3072-227d-5177-b4a8-d5dc58ee69b5,HSS-KAB-343,343,Jl. Badaun - Ds. Bjayau Lama,Badaun - Ds. Bjayau Lama,343,Jl. Badaun - Ds. Bajayau Lama,Daha Barat,Ds. Bajayau Lama,Badaun - Ds. Bjayau Lama,20,343,78,Badaun - Ds. Bjayau Lama,AUTHORITATIVE_V1
9293a73b-ae3e-51cd-b1ce-d056f93816a8,HSS-KAB-344,344,Jl. Goha - Ds. Amawang Kanan,Goha - Ds. Amawang Kanan,344,Jl. Goha - Ds. Amawang Kanan,Kandangan,Ds. Amawang Kanan,Goha - Ds. Amawang Kanan,79,344,231,Goha - Ds. Amawang Kanan,AUTHORITATIVE_V1
53dec18e-46b3-5380-8603-c351d34ad056,HSS-KAB-345,345,Jl. Al - Ikhlas - Ds. Baluti,Al - Ikhlas - Ds. Baluti,345,Jl. Al - Ikhlas - Ds. Baluti,Kandangan,Ds. Baluti - Ds. Tibung Raya,Al - Ikhlas - Ds. Baluti,3,345,285,Al - Ikhlas - Ds. Baluti,AUTHORITATIVE_V1
5840f213-71b5-5b8b-87b0-0cd0aa3489ad,HSS-KAB-346,346,Jl. Angkakai - Ds. Amawang Kiri,Angkakai - Ds. Amawang Kiri,346,Jl. Angkakai - Ds. Amawang Kiri,Kandangan,Ds. Amawang Kiri,Angkakai - Ds. Amawang Kiri,11,346,280,Angkakai - Ds. Amawang Kiri,AUTHORITATIVE_V1
0eb1416a-1bf5-5dd2-8630-e73bbe698a2c,HSS-KAB-347,347,Jl. Anjiran Rantauan - Ds. Taniran Tengah,Anjiran Rantauan - Ds. Taniran Tengah,347,Jl. Anjiran Rantauan - Ds. Taniran Tengah,Angkinang,Ds. Taniran Selatan,Anjiran Rantauan - Ds. Taniran Tengah,15,347,175,Anjiran Rantauan - Ds. Taniran Tengah,AUTHORITATIVE_V1
fa677f1f-7b6c-5a16-93c6-c173c21808c4,HSS-KAB-348,348,Jl. Asam Duhat - Ds. Pantai Ulin,Asam Duhat - Ds. Pantai Ulin,348,Jl. Asam Duhat - Ds. Pantai Ulin,Simpur,Ds. Pantai Ulin,Asam Duhat - Ds. Pantai Ulin,17,348,183,Asam Duhat - Ds. Pantai Ulin,AUTHORITATIVE_V1
c3b402b7-ee09-52cb-937a-a8a5eb4abb66,HSS-KAB-349,349,Jl. Pertanian - Ds. Wasah Tengah,Pertanian - Ds. Wasah Tengah,349,Jl. Pertanian - Ds. Wasah Tengah,Simpur,Ds. Wasah Tengah - Ds. Wasah Hulu,Pertanian - Ds. Wasah Tengah,231,349,290,Pertanian - Ds. Wasah Tengah,AUTHORITATIVE_V1
358c9fac-6cda-5436-ace9-36c5d18087e3,HSS-KAB-350,350,Jl. Keramat Sakti - Ds. Tebing Tinggi,Keramat Sakti - Ds. Tebing Tinggi,350,Jl. Keramat Sakti - Ds. Tebing Tinggi,Simpur,Ds. Tebing Tinggi,Keramat Sakti - Ds. Tebing Tinggi,140,350,234,Keramat Sakti - Ds. Tebing Tinggi,AUTHORITATIVE_V1
