no,nama_ruas,nama_ruas_norm,desa_yang_dilalui,kecamatan_yang_dilalui,jumlah_desa_yang_dilalui,jumlah_kecamatan_yang_dilalui,jumlah_penduduk_dilayani,terhubung_ruas_provinsi,terhubung_ruas_nasional,jarak_pasar_m,jarak_puskesmas_m,jarak_rsud_m,jarak_sd_smp_m,jarak_ibukota_m,akses_terputus_ibukota,akses_terputus_pasar,akses_terputus_puskesmas,akses_terputus_rsud,akses_terputus_sd_smp,prior_handled_any_pre2024,prior_handled_count_pre2024,prior_handled_last_year_pre2024,years_since_last_handled_pre2024,prior_handled_any_pre2025,prior_handled_count_pre2025,prior_handled_last_year_pre2025,years_since_last_handled_pre2025,prior_handled_any_pre2026,prior_handled_count_pre2026,prior_handled_last_year_pre2026,years_since_last_handled_pre2026,handled_any_2021,handled_any_2022,handled_any_2023,handled_any_2024,handled_any_2025,handled_pl_2021,handled_pl_2022,handled_pl_2023,handled_pl_2024,handled_pl_2025,handled_tender_2021,handled_tender_2022,handled_tender_2023,handled_tender_2024,handled_tender_2025,planned_any_2026,planned_any_2027,planned_pl_2026,planned_pl_2027,planned_tender_2026,planned_tender_2027,source_ml_road_id
207,Paku (Jambu Hulu) - Ganda,paku jambu hulu – ganda,"Baluti, Jambu Hulu","Kandangan, Padang Batung",2,2,1928,0,1,2840,2676.3,2849.1,1388.2,3158.4,0,0,0,0,0,1,1,2021,3,1,1,2021,4,1,2,2025,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,159
208,Palajau - Ds. Baluti,palajau – desa baluti,"Baluti, Jambu Hulu, Karasikan, Pahampangan","Kandangan, Padang Batung, Sungai Raya",4,3,2676,0,0,4054.2,4204.3,2890.5,737.7,4372.5,0,0,0,0,0,1,1,2023,1,1,1,2023,2,1,2,2025,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,083
209,Palas - Ds. Wasah Tengah,palas – desa wasah tengah,"Kapuh, Wasah Tengah",Simpur,2,1,1247,0,1,1763,1586,4835.5,899.9,6027.3,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
210,Pandak Daun - Baruh Jaya - Samuda,pandak daun – baruh jaya – samuda,"Baruh Jaya, Pakan Dalam, Pakapuran Kecil, Pandak Daun, Panggandingan, Paramaian, Samuda, Tambak Bitin, Tambangan","Daha Selatan, Daha Utara",9,2,9090,0,0,758.6,294.9,1977.5,153.4,28590.6,0,0,0,0,0,1,2,2023,1,1,2,2023,2,1,2,2023,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,310
211,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,pandak daun buntut muradiyah – pakan dalam,"Pakan Dalam, Pandak Daun, Paramaian",Daha Utara,3,1,1745,0,0,2988.9,2353.5,4207.7,525.8,30820.9,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327
212,Pandan Sari - Ds. Angkinang,pandan sari – desa angkinang,Angkinang,Angkinang,1,1,760,0,1,697.1,91.6,10456.3,136.6,8593.4,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
213,Pandulangan - Kalinduku,pandulangan – kalinduku,"Pandulangan, Telaga Sili-Sili","Angkinang, Padang Batung",2,2,1110,0,0,4859.2,4797.5,10089.2,920.4,8226.3,0,0,0,0,0,0,0,,,1,1,2024,1,1,1,2024,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170
214,Pangeran Antasari - Loklua,pangeran antasari – loklua,"Baluti, Kandangan Kota",Kandangan,2,1,4566,0,1,0,674.8,1817.8,490.3,318.3,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,001
215,Panggang Hijau - Ds. Tawar,panggang hijau – desa tawar,"Sungai Kupang, Tawia","Angkinang, Kandangan",2,2,2100,1,0,,,,,,1,1,1,1,1,1,2,2023,1,1,2,2023,2,1,2,2023,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,183
216,Panglima Batur,panglima batur,"Kandangan Barat, Kandangan Kota, Kandangan Utara",Kandangan,3,1,6205,0,1,893.2,814.5,2455.1,0,592.2,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009
217,Panjampang  Bahagia - Bayur,panjampang bahagia – bayur,"Amparaya, Panjampang Bahagia, Pantai Ulin",Simpur,3,1,1740,0,0,4124.9,3842.6,7884.4,520.9,8049.1,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
218,Panjampang Bahagia - Hanau,panjampang bahagia – hanau,"Amparaya, Panjampang Bahagia",Simpur,2,1,1032,0,0,6310.1,6310.4,10352.2,1321.3,10516.9,0,0,0,0,0,1,2,2023,1,1,2,2023,2,1,2,2023,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,212
219,Pantai Langsat - Umpaya,pantai langsat – umpaya,"Hamak Utara, Hulu Banyu","Loksado, Telaga Langsat",2,2,845,0,0,28635.1,13269.5,30845.5,2194.2,30747.8,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
220,Papagaran - Ds. Amawang Kanan,papagaran – desa amawang kanan,Amawang Kanan,Kandangan,1,1,630,0,0,3405.1,2185.5,3038.5,747.9,3260.2,0,0,0,0,0,1,1,2023,1,1,1,2023,2,1,1,2023,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,218
221,Papagaran/Palangsatan,papagaran palangsatan,"Amawang Kanan, Sungai Paring",Kandangan,2,1,1206,0,1,3079.3,2176.7,3029.6,422.1,2934.4,0,0,0,0,0,0,0,,,1,1,2024,1,1,1,2024,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,057
222,Papancan - Ds. Tanah Bangkang,papancan – desa tanah bangkang,"Pahampangan, Sungai Raya Utara, Tanah Bangkang","Padang Batung, Sungai Raya",3,2,1228,0,0,5059.4,2680.7,3895.7,796.2,5377.7,0,0,0,0,0,0,0,,,1,1,2024,1,1,1,2024,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124
223,Paramaian,paramaian,Paramaian,Daha Utara,1,1,659,0,0,2530.5,1895.1,3749.4,0,30362.5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
224,Parincahan - Singakarsa (Harapan),parincahan – singakarsa harapan,Kandangan Barat,Kandangan,1,1,1874,0,1,1676.9,1687.3,3221.4,154.5,1358.5,0,0,0,0,0,1,2,2023,1,1,2,2023,2,1,2,2023,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,027
225,Parindra,parindra,"Kandangan Kota, Kandangan Utara",Kandangan,2,1,4331,0,0,1039.6,538.9,2730.8,61.8,867.9,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,018
226,Pasar Kandangan - Oprit Jembt. Loklua,pasar kandangan – oprit jembt loklua,Kandangan Kota,Kandangan,1,1,3189,0,0,199.3,697.5,1840.5,513,517.6,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,003
227,Pegangsaan Timur - Teluk Aman,pegangsaan timur – teluk aman,"Gambah Dalam, Sungai Kupang",Kandangan,2,1,1993,1,0,4711.6,4644.3,6120.5,2055.4,4446.9,0,0,0,0,0,1,1,2023,1,1,1,2023,2,1,1,2023,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,054
228,Pembangunan - Ds. Sungai Raya Utara,pembangunan – desa sei raya utara,"Sarang Halang, Sungai Raya Utara",Sungai Raya,2,1,774,0,1,4197.2,1316.8,3994.9,483.7,5666.8,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
229,Pemuda,pemuda,Kandangan Kota,Kandangan,1,1,3189,0,1,575.9,1149.1,2120.5,0,257.6,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,017
230,Pendawa - Ds. Tebing Tinggi,pendawa – desa tebing tinggi,Tebing Tinggi,Simpur,1,1,404,0,1,2164.7,2573.4,9202,792.2,10581.5,0,0,0,0,0,0,0,,,1,1,2024,1,1,1,2024,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,224
231,Pertanian - Ds. Wasah Tengah,pertanian – desa wasah tengah,"Wasah Hulu, Wasah Tengah",Simpur,2,1,1057,0,1,2275.5,697.9,4925.4,1137.2,5385.9,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349
232,Pertukangan,pertukangan,Baruh Kembang,Daha Utara,1,1,870,1,0,1145.7,907,2364.5,167.6,28977.7,0,0,0,0,0,0,0,,,0,0,,,1,1,2025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,317
233,Pesantren Muradiyah,pesantren muradiyah,Pandak Daun,Daha Utara,1,1,359,0,0,3497.9,2862.5,4716.7,1205.8,31329.9,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
234,Pianggu,pianggu,"Amparaya, Wasah Hilir",Simpur,2,1,1319,0,0,2155.3,2905.5,7397.2,688,7561.9,0,0,0,0,0,1,1,2023,1,1,2,2024,1,1,2,2024,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,228
235,Rahmah Bahran,rahmah bahran,"Kandangan Barat, Kandangan Kota",Kandangan,2,1,5063,0,1,705.7,1202.3,2250.3,328.4,387.4,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,022
236,Rambai - Bariang,rambai – bariang,"Amawang Kiri Muka, Bariang",Kandangan,2,1,1117,0,,2659.6,2809.7,3018.7,1387.7,2514.7,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,061
237,Rantauan - Sungai Baru (Pulau),rantauan – sei baru pulau,"Bakarung, Gambah Luar, Taniran Selatan","Angkinang, Kandangan",3,2,1967,0,,1539.1,1398.4,6968.4,1114.5,5105.5,0,0,0,0,0,1,2,2022,2,1,2,2022,3,1,2,2022,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,192
238,Rawati - Ds. Panjampang Bahagia,rawati – desa panjampang bahagia,"Amparaya, Panjampang Bahagia",Simpur,2,1,1032,0,,4019.5,4023.5,8065.3,547.5,8229.9,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
239,Rel Angkinang - TMMD Angkinang,rel angkinang – angkinang,"Angkinang Selatan, Taniran Kubah, Tawia",Angkinang,3,1,2178,0,1,1350.7,2417.8,9440.5,1818.7,7577.6,0,0,0,0,0,1,2,2023,1,1,2,2023,2,1,2,2023,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186
240,RS. Hasan Basry II,rs hasan basry ii,Hamalau,Sungai Raya,1,1,837,0,,1776.3,1926.4,41.4,827.3,1821.5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,084
241,Sakincung - Ds. Hakurung Dalam,sakincung – desa hakurung dalam,Hakurung,Daha Utara,1,1,670,1,,6687,9170.7,14571.4,2304.8,41184.5,0,0,0,0,0,1,1,2023,1,1,1,2023,2,1,1,2023,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336
242,Samping Bappeda - Mesjid Darul Halik,samping bappeda – mesjid darul halik,Tibung Raya,Kandangan,1,1,938,0,,971.4,1121.5,1273,333,826.4,0,0,0,0,0,0,0,,,0,0,,,1,1,2025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,038
243,Samping Kantor Camat Daha Utara,samping kantor camat daha utara,Tambak Bitin,Daha Utara,1,1,539,0,,1229.4,594,2448.3,68.1,29061.4,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
244,Samping Mesjid Mandapai,samping mesjid mandapai,Batu Bini,Padang Batung,1,1,719,0,1,8162.8,4120.1,10373.2,1501.9,10275.6,0,0,0,0,0,1,1,2021,3,1,1,2021,4,1,1,2021,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,164
245,Samuda - Bajayau,samuda – bajayau,"Badaun, Bajayau, Baru (Daha Barat), Samuda, Siang Gantung","Daha Barat, Daha Selatan",5,2,2647,0,,4267,6331.9,9887.5,3256.1,40166.6,0,0,0,0,0,1,2,2023,1,1,3,2024,1,1,4,2025,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,299
246,Sarang Halang Padang - Sp. Batang Kulur,sarang halang padang – sp batang kulur,"Paring Agung, Sungai Kali",Sungai Raya,2,1,567,0,,1667.8,1698.5,6822.7,319,8494.6,0,0,0,0,0,1,2,2023,1,1,2,2023,2,1,2,2023,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,105
247,Satria,satria,Tumbukan Banyu,Daha Selatan,1,1,923,0,,330.2,687.1,1549.1,293.3,28162.2,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
248,Sei Kupang Utara - Simp. Empat Lungau,sei kupang utara – simp empat lungau,"Lungau, Sungai Kupang",Kandangan,2,1,1848,1,,8527.3,7774.8,9936.3,646,8262.6,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,042
249,Sei. Mandala Murung Raya,sei mandala murung raya,"Balah Paikat, Murung Raya, Sungai Garuda, Sungai Mandala",Daha Utara,4,1,1766,1,,1237.4,1128.8,806.8,247.1,28042.8,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,311
250,Sekolah Islam (Kandangan Barat),sekolah islam kandangan barat,Kandangan Barat,Kandangan,1,1,1874,0,1,978.5,1471.4,2523.1,597.5,660.2,0,0,0,0,0,0,0,,,1,1,2024,1,1,1,2024,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,021
251,Sekolah Islam (Sungai Pinang),sekolah islam sei pinang,Sungai Pinang,Daha Selatan,1,1,706,0,,1189.4,691.1,2147.9,452.2,28761,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293
252,Siang Gantung - Ds. Baru,siang gantung – desa baru,"Baru (Daha Barat), Siang Gantung",Daha Barat,2,1,661,0,,5869.6,7934.5,956069302,2013.1,47122.1,0,0,0,0,0,1,2,2022,2,1,2,2022,3,1,3,2025,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,338
253,Silaturrahim,silaturrahim,Mdl. Murung Mesjid,Daha Utara,1,1,406,1,,847.4,608.7,2066.3,365.6,28679.4,0,0,0,0,0,0,0,,,0,0,,,1,1,2025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,318
254,Simpang Hamalau - Teluk Pinang,sp hamalau – teluk pinang,"Hamalau, Karasikan",Sungai Raya,2,1,1245,0,,3149.3,3299.4,1522.6,800.7,3194.5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100
255,Simpang Jadi Makmur - Ds. Samuda,sp jadi makmur – desa samuda,Samuda,Daha Selatan,1,1,1352,0,,8023.3,10088.2,6771.5,500.2,40497.1,0,0,0,0,0,1,1,2023,1,1,1,2023,2,1,1,2023,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,335
256,Simpang Malutu - Pahampangan,sp malutu – pahampangan,"Malutu, Pahampangan, Sungai Raya Selatan, Tanah Bangkang","Padang Batung, Sungai Raya",4,2,1988,0,,8950.1,6258.4,8924.7,2875.1,9268.4,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,146
257,Simpang Malutu - Tambak,sp malutu – tambak,"Jelatang, Malutu",Padang Batung,2,1,938,0,,8550.8,4601.1,10761.2,2190.3,10663.6,0,0,0,0,0,1,1,2021,3,1,1,2021,4,1,1,2021,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147
258,Simpur - Simp. Bilui,simpur – simp bilui,Simpur,Simpur,1,1,423,0,1,1326.5,974.6,7130,997.9,8509.5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206
259,Simpur - Sp. 3 Muara Paring Agung,simpur – sp 3 muara paring agung,"Asam, Baru (Sungai Raya) , Simpur, Sungai Kali","Simpur, Sungai Raya",4,2,1341,0,1,2386.8,1123.5,8060.7,90.4,9459.3,0,0,0,0,0,1,1,2023,1,1,2,2024,1,1,2,2024,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,207
260,Singakarsa - Getek,singakarsa – getek,"Amawang Kiri Muka, Kandangan Barat",Kandangan,2,1,2613,0,,2905.9,3449,4261.3,143.1,2587.6,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,026
261,Singakarsa - Palas,singakarsa – palas,"Amawang Kiri Muka, Kandangan Barat, Kandangan Kota, Lungau, Sungai Kupang, Tibung Raya",Kandangan,6,1,8588,1,1,3075.6,3618.6,4430.9,365.8,2757.2,0,0,0,0,0,1,1,2023,1,1,2,2024,1,1,2,2024,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,025
262,Sirih - Pacakan,sirih – pacakan,Sirih,Kalumpang,1,1,371,0,1,608.3,2430.4,11122,277.2,12501.5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
263,Sirih - Taro,sirih – taro,Sirih,Kalumpang,1,1,371,0,1,744.7,3138.6,11056.8,1075.9,12436.3,0,0,0,0,0,1,2,2023,1,1,2,2023,2,1,2,2023,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,246
264,Slasa Garih - Ds. Kapuh,slasa garih – desa kapuh,"Kapuh, Telaga Bidadari","Simpur, Sungai Raya",2,2,1350,0,0,3564.5,3474.2,3534.9,1060.3,4933.5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
265,SMAN Negara (KH. Abdullah),sman negara kh abdullah,Baruh Kembang,Daha Utara,1,1,870,1,0,1337.2,1098.6,2556.1,657.2,29169.2,0,0,0,0,0,1,1,2023,1,1,2,2024,1,1,2,2024,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,316
266,Soeprapto - H.M Rusli,soeprapto – h m rusli,Kandangan Kota,Kandangan,1,1,3189,0,0,419.6,1094.4,2197.3,383.2,334.4,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,002
267,Soetoyo - Teluk Mesjid,soetoyo – teluk mesjid,Kandangan Kota,Kandangan,1,1,3189,0,0,164.9,839.6,1982.7,618.4,360.8,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,004
268,Sp. 3 Baluti - Amawang,sp 3 baluti – amawang,"Amawang Kanan, Tibung Raya",Kandangan,2,1,1568,0,0,1340.4,1490.5,942.9,32.6,3162.2,0,0,0,0,0,1,1,2023,1,1,2,2024,1,1,2,2024,2,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,041
269,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,sp 4 baru tampang – sp bilui pamujaan,"Asam, Baru (Sungai Raya) , Batang Kulur Kanan, Bumi Berkat, Simpur, Sungai Kali, Tamiyang","Simpur, Sungai Raya",7,2,2253,0,0,3775.4,3580.5,10517.7,349.1,8013.7,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,096
270,Sp. Bakarung Selatan - Sungai Kudung,sp bakarung selatan – sei kudung,"Gambah Luar Muka, Tabihi","Kandangan, Padang Batung",2,2,1446,0,1,1963.7,1063.7,5025.1,295.8,8261,0,0,0,0,0,0,0,,,1,1,2024,1,1,1,2024,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182
271,Sp. Batang Kulur Kiri - Tatas,sp batang kulur kiri – tatas,"Batang Kulur Kiri, Batang Kulur Tengah",Sungai Raya,2,1,459,0,0,13352.3,12599.8,14761.3,4179,1385.5,0,0,0,0,0,1,1,2021,3,1,2,2024,1,1,2,2024,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,089
272,Sp. Empat Lungau - Bangkau,sp empat lungau – bangkau,"Bangkau, Lungau",Kandangan,2,1,1355,1,0,13680.7,12928.1,15089.6,4507.3,17300.3,0,0,0,0,0,1,3,2023,1,1,3,2023,2,1,3,2023,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,043
273,Sp. Empat Lungau - Garis,sp empat lungau – garis,"Bangkau, Lungau",Kandangan,2,1,1355,1,0,1469.3,1438.6,6341.9,1137.4,10988.7,0,0,0,0,0,1,1,2023,1,1,2,2024,1,1,2,2024,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,044
274,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,sp mandampa tel sili – sili – sp sei bungur,"Angkinang, Pandulangan, Telaga Sili-Sili","Angkinang, Padang Batung",3,2,1870,0,0,3740.6,4346.1,10123.9,198.2,27315.5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
275,Sp.3 Bukuanin - Riam Talo,sp 3 bukuanin – riam talo,"Halunuk, Mawangi","Loksado, Padang Batung",2,2,721,0,0,15187.5,11144.8,17397.9,1940.4,11916.4,0,0,0,0,0,1,1,2023,1,1,1,2023,2,1,1,2023,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,150
276,Sp.3 Bukuanin - Tayub,sp 3 bukuanin – tayub,"Madang, Mawangi",Padang Batung,2,1,866,0,0,16936152.3,16936491.7,169310897,1749,13087.6,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
277,SP.4 Banjarbaru - Pasar Negara,sp 4 banjarbaru – pasar negara,"Banjarbaru, Bayanan",Daha Selatan,2,1,1539,1,0,516.5,401.5,702.4,408.5,13415.9,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
278,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,sp 4 mesjid sirih – sarang nyamuk – asam tamiyang,"Asam, Sirih, Sirih Hulu, Tamiyang","Kalumpang, Sungai Raya",4,2,1457,0,1,3147.4,4256.4,13088.9,631.8,14760.8,0,0,0,0,0,1,1,2023,1,1,1,2023,2,1,1,2023,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254
279,SP.4. Banjarbaru - Pihanin Raya,sp 4 banjarbaru – pihanin raya,"Balah Paikat, Banjarbaru, Pihanin Raya","Daha Selatan, Daha Utara",3,2,2335,1,0,1373.2,527.8,205.8,442.7,27441.8,0,0,0,0,0,1,1,2023,1,1,1,2023,2,1,2,2025,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,305
280,Sukaramai - Keramat,sukaramai – keramat,"Baruh Kembang, Mdl. Murung Mesjid, Sungai Mandala",Daha Utara,3,1,1765,0,0,828.6,673.7,2047.5,228.2,28660.6,0,0,0,0,0,0,0,,,0,0,,,1,1,2025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,320
281,Sungai Bugundi,sei bugundi,Baruh Jaya,Daha Selatan,1,1,2158,0,0,3836.4,948.9,5055.3,386.9,31668.4,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,308
282,Sungai Damang - Amawang Kiri,sei damang – amawang kiri,"Bariang, Sungai Paring",Kandangan,2,1,954,0,1,3489.3,2635.6,3848.4,0,3344.3,0,0,0,0,0,1,2,2022,2,1,2,2022,3,1,2,2022,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,030
283,Sungai Durian - Ds. Gumbil,sei durian – desa gumbil,Gumbil,Telaga Langsat,1,1,574,0,0,8528.7,3060.9,16607.4,590.6,15006.1,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
284,Sungai Kacil I - Kapuh Padang,sei kacil i – kapuh padang,"Kapuh, Wasah Hilir",Simpur,2,1,1411,0,0,1392.3,2513.8,5096.1,1073.2,6494.7,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
285,Sungai Kacil II,sei kacil ii,Wasah Hilir,Simpur,1,1,729,0,0,957.5,2079,5530.9,638.4,6929.5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
286,Sungai Karuh,sei karuh,"Amawang Kiri, Lungau",Kandangan,2,1,1503,0,0,5226.4,4588.2,6241.6,1052.7,4908.1,0,0,0,0,0,1,3,2023,1,1,3,2023,2,1,3,2023,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,060
